,titles,locations,prices
938,4 Bed Townhouse with En Suite in Ngong,Ngong,6200000.0
939,5 Bed Townhouse with En Suite in Kiserian,Kiserian,65000000.0
940,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",11000000.0
941,5 Bed Villa with En Suite at Mugutha,"Daykio Bustani, Mugutha, Ruiru",6500000.0
942,4 Bed Townhouse with En Suite at Kilimani,Kilimani,8500000.0
943,4 Bed Villa with En Suite at Ruiru-Githunguri Road,"Ruiru-Githunguri Road, Tatu City, Ruiru",7000000.0
944,4 Bed Villa with En Suite at Membley Estate,"Membley Estate Eastern Bypass, Membley Estate, Tatu City, Ruiru",155000000.0
945,4 Bed Villa with En Suite at Mugutha Ruiru,"Mugutha, Mugutha Ruiru, Ruiru",130000000.0
946,5 Bed House with En Suite in Runda,"Runda, Westlands",14500000.0
947,5 Bed House with En Suite at Near Unep,"Near Unep, Gigiri, Westlands",350000000.0
948,4 Bed House with En Suite at Nyeri Road,"Nyeri Road, Kileleshwa",63000000.0
949,3 Bed House at Majivuni,"Majivuni, Malindi",9000000.0
950,4 Bed Villa with Staff Quarters in Runda,"Runda, Westlands",7800000.0
951,4 Bed Townhouse with En Suite at Nyali,"nyali, Nyali, Nyali Area",48000000.0
952,6 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",24500000.0
953,4 Bed House with En Suite in Ridgeways,Ridgeways,18500000.0
954,4 Bed House with En Suite at Kiuu River Road,"Riverside Court, Kiuu River Road, Kahawa Sukari, Roysambu",60000000.0
955,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",14100000.0
956,5 Bed Townhouse with En Suite at Jacaranda Avenue,"78, Jacaranda Avenue, Lavington",50000000.0
957,5 Bed House with En Suite at Thika Road,"Mugutha, Thika road, Ruiru",300000000.0
958,3 Bed House with En Suite at Kimbo,"Kimbo, Ruiru",150000000.0
959,4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",65000000.0
960,4 Bed House with En Suite in Runda,"Runda, Westlands",64000000.0
961,4 Bed House with En Suite at Two Rivers,"two rivers, Gigiri, Westlands",110000000.0
962,4 Bed House with En Suite at Magadi Road,"Magadi Road, Ongata Rongai",130000000.0
963,3 Bed House with En Suite at Katani,"Katani, Mombasa Road",59000000.0
964,4 Bed Villa with Staff Quarters in Loresho,"Loresho, Westlands",54000000.0
965,4 Bed House with En Suite in South C,South C,140000000.0
966,3 Bed House with En Suite in Vipingo,Vipingo,70000000.0
967,4 Bed Townhouse with En Suite in Nyali Area,"Nyali Area, Nyali",63000000.0
968,3 Bed Townhouse with En Suite in Embakasi,Embakasi,28000000.0
969,3 Bed Townhouse with En Suite at Sabaki,"Sabaki, Athi River",48000000.0
970,4 Bed Townhouse in Loresho,"Loresho, Westlands",9500000.0
971,4 Bed Townhouse with Garden in Nyali Area,"Nyali Area, Nyali",90000000.0
972,4 Bed House with Staff Quarters at Mugutha Ruiru,"Mugutha Ruiru, Ruiru",95000000.0
973,5 Bed House with Swimming Pool at Karen Road,"Karen Road, Karen",60000000.0
974,5 Bed House with Swimming Pool in Karen,Karen,45000000.0
975,5 Bed House with Swimming Pool in Karen,Karen,10500000.0
976,4 Bed Townhouse with Staff Quarters in Westlands Area,"Westlands Area, Westlands",29000000.0
977,4 Bed Villa with En Suite in Lavington,Lavington,6000000.0
978,4 Bed Townhouse with En Suite in Kamakis,"Kamakis, Ruiru",24000000.0
979,4 Bed Villa with En Suite at Sweet Waters,"Sweet Waters, Nanyuki",77000000.0
980,4 Bed Townhouse with En Suite in Ruiru,Ruiru,55000000.0
981,5 Bed Townhouse with En Suite at Lavington,Lavington,150000000.0
982,5 Bed House with En Suite at Ruiru,"Mugutha, Ruiru, Kamakis",24999000.0
983,5 Bed House with En Suite at Mugutha,"Mugutha, Tatu City, Ruiru",41500000.0
984,5 Bed House with En Suite in Runda,"Runda, Westlands",155000000.0
985,5 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",99000000.0
986,5 Bed House with En Suite at Thika Road,"Thika road, Kamakis, Ruiru",22000000.0
987,4 Bed Townhouse with Garden in Kiambu Road,Kiambu Road,33000000.0
988,5 Bed House with Garden in Runda,"Runda, Westlands",7450000.0
989,4 Bed Villa with En Suite in Loresho,"Loresho, Westlands",27000000.0
990,4 Bed Townhouse with En Suite at Ngong Road Nairobi,"0207J, Ngong Road Nairobi, Kilimani",28000000.0
991,4 Bed Townhouse with En Suite at Mururi Road,"Mururi Road, Waiyaki Way, Westlands",40000000.0
992,3 Bed House with En Suite at Matangi,"Kimbo, Matangi, Ruiru",25500000.0
993,4 Bed House with En Suite at Membley Estate,"Membley Estate, Ruiru",6000000.0
994,4 Bed Villa with En Suite at Githunguri Road,"Githunguri Road, Ruiru",18500000.0
995,6 Bed House with En Suite at Ruiru Kimbo,"Ruiru kimbo, Ruiru",32500000.0
996,4 Bed House with En Suite at Membly,"Membly, Ruiru",320000000.0
997,4 Bed Townhouse with En Suite at Kileleshwa Estate Nairobi,"0207J, Kileleshwa Estate Nairobi, Kileleshwa",95000000.0
998,4 Bed Townhouse with En Suite at Westlands,"Ring Road, Westlands, General Mathenge",55000000.0
999,4 Bed Villa with En Suite in Westlands Area,"Westlands Area, Westlands",80000000.0
1000,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,150000000.0
1001,4 Bed House with En Suite in Brookside,"Brookside, Westlands",250000000.0
1002,2 Bed House with Garden in Buruburu,Buruburu,90000000.0
1003,3 Bed House with En Suite at Vipingo,"vipingo, Vipingo",35000000.0
1004,3 Bed House with En Suite at Kenyatta Road,"KENYATTA ROAD, Juja",85000000.0
1005,4 Bed House with Staff Quarters in Kileleshwa,Kileleshwa,100000000.0
1006,5 Bed House with En Suite in Runda,"Runda, Westlands",11000000.0
1007,5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",20000000.0
1008,5 Bed Villa with Staff Quarters in Kitisuru,"Kitisuru, Westlands",46000000.0
1009,4 Bed Townhouse with Staff Quarters in Lavington,Lavington,160000000.0
1010,4 Bed House with En Suite at Ruiru,Ruiru,21000000.0
1011,5 Bed House with En Suite at Kyuna Road,"Kyuna, Kyuna road, Westlands",16000000.0
1012,6 Bed Villa with En Suite in Lavington,Lavington,60000000.0
1013,4 Bed House with En Suite at Thika Road,"Thika Road, Ruiru",108000000.0
1014,5 Bed Villa with En Suite in Lavington,Lavington,198000000.0
1015,5 Bed Villa with En Suite in Lavington,Lavington,80000000.0
1016,5 Bed House with En Suite in Runda,"Runda, Westlands",150000000.0
1017,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,35500000.0
1018,5 Bed House with Staff Quarters at Old Runda,"Old runda, Runda, Westlands",35000000.0
1019,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",34900000.0
1020,4 Bed House with Swimming Pool in Runda,"Runda, Westlands",180000000.0
1021,4 Bed House with En Suite at Mombasa,"mombasa, Mombasa CBD, Mombasa Island",42500000.0
1022,3 Bed House with En Suite in Kitengela,Kitengela,78000000.0
1023,5 Bed Villa with En Suite in Lavington,Lavington,14500000.0
1024,4 Bed Townhouse with En Suite in Kitisuru,"Old kitisuru Nairobi, Kitisuru, Westlands",122000000.0
1025,4 Bed House with En Suite in Karen,Karen,350000000.0
1026,6 Bed House with En Suite in Runda,"Runda, Westlands",28000000.0
1027,7 Bed House with Staff Quarters in Runda,"Runda, Westlands",85000000.0
1028,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Mtwapa",48000000.0
1029,3 Bed House with En Suite at Matasia,"Matasia, Ngong",24500000.0
1030,4 Bed House with En Suite in Ruiru,Ruiru,20000000.0
1031,5 Bed Villa with En Suite in Lavington,Lavington,160000000.0
1032,4 Bed Townhouse with En Suite in Ruiru,Ruiru,5500000.0
1033,3 Bed House with En Suite at Ruiru Mugutha,"Ruiru Mugutha, Ruiru",38000000.0
1034,4 Bed House in Spring Valley,"Spring Valley, Westlands",6200000.0
1035,4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",49500000.0
1036,4 Bed House with En Suite at Near Galeria,"Near Galeria, Karen",32000000.0
1037,5 Bed House with En Suite in Karen,Karen,16500000.0
1038,3 Bed House with Staff Quarters at Off Dagorethi Road,"Off Dagorethi Road, Karen",7000000.0
1039,3 Bed House with En Suite at Ruiru,Ruiru,98000000.0
1040,4 Bed Villa with En Suite at Migaa Golf Estate,"Migaa Golf Estate, Kiambu Road",5200000.0
1041,5 Bed Townhouse with En Suite at Othaya Road,"Othaya Road, Kileleshwa",100000000.0
1042,4 Bed House with En Suite at Miotoni,"Miotoni, Karen",67000000.0
1043,3 Bed House with En Suite in Ruiru,Ruiru,130000000.0
1044,4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,54000000.0
1045,5 Bed House in Runda,"Runda, Westlands",190000000.0
1046,5 Bed House with Staff Quarters in Kiambu Road,Kiambu Road,350000000.0
1047,4 Bed Townhouse with En Suite in Lavington,Lavington,85000000.0
1048,4 Bed Townhouse with En Suite in Lavington,Lavington,7800000.0
1049,4 Bed Townhouse with Staff Quarters in Membley,"Membley, Ruiru",24500000.0
1050,4 Bed House with Staff Quarters at Ruiru Kamakis,"Ruiru Kamakis, Ruiru",90000000.0
1051,4 Bed House with Staff Quarters at Old Runda,"Old Runda, Runda, Westlands",5800000.0
1052,4 Bed Townhouse with En Suite in Ruiru,Ruiru,172000000.0
1053,3 Bed House with En Suite in Ngong,Ngong,30000000.0
1054,4 Bed Villa with En Suite in Karen,Karen,80000000.0
1055,4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",12000000.0
1056,4 Bed House with En Suite at Kenyatta Road,"Juja, Kenyatta road, Thika Road",55000000.0
1057,4 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",150000000.0
1058,4 Bed Townhouse with Staff Quarters at Membley,"Membley, Ruiru",7500000.0
1059,4 Bed House with En Suite in Karen,Karen,65000000.0
1060,6 Bed House in Runda,"Runda, Westlands",50000000.0
1061,4 Bed Villa with En Suite at Kanamai Area,"Kanamai Area, Mtwapa",35000000.0
1062,4 Bed Villa with En Suite in Muthaiga,Muthaiga,9000000.0
1063,4 Bed House with En Suite in Kamakis,"Kamakis, Ruiru",28000000.0
1064,3 Bed House with En Suite at Shanzu,"Shanzu, Nyali Area, Nyali",10500000.0
1065,4 Bed House with En Suite in Buruburu,Buruburu,31000000.0
1066,4 Bed House with En Suite in Buruburu,Buruburu,32000000.0
1067,5 Bed Villa with En Suite in Karen,Karen,56000000.0
1068,6 Bed House with En Suite at Karen Road,"Karen Road, Karen",38000000.0
1069,5 Bed Villa with En Suite in Karen,Karen,41500000.0
1070,3 Bed Townhouse with En Suite at Greenwood Mtwapa Weighbridge Along Mombasa-Mali ...,"Greenwood Mtwapa Weighbridge Along Mombasa-malindi Highway, Mtwapa",15000000.0
1071,4 Bed Villa with En Suite at Mtwapa,Mtwapa,25000000.0
1072,6 Bed House with En Suite in Kenyatta Road,Kenyatta Road,45000000.0
1073,7 Bed House with En Suite at Thigiri Valley,"THIGIRI VALLEY, Westlands Area, Westlands",23000000.0
1074,3 Bed House with En Suite at Kitengela,Kitengela,17000000.0
1075,4 Bed House with En Suite at Kibiku,"Kibiku, Ngong",10500000.0
1076,5 Bed Townhouse with En Suite in Lavington,Lavington,30000000.0
1077,5 Bed Townhouse with En Suite in Lavington,Lavington,6200000.0
1078,5 Bed Townhouse with En Suite in Lavington,Lavington,55000000.0
1079,3 Bed House with En Suite in Ruiru,Ruiru,14000000.0
1080,5 Bed House with En Suite at Thigiri Ridge,"56, Thigiri Ridge, Thigiri, Westlands",195000000.0
1081,5 Bed Villa with En Suite in Lavington,Lavington,34000000.0
1082,3 Bed House in Kikuyu Town,"Kikuyu Town, Kikuyu",130000000.0
1083,4 Bed House with Staff Quarters in Membley,"Membley, Ruiru",13000000.0
1084,3 Bed House with En Suite in Kitengela,Kitengela,22000000.0
1085,4 Bed Townhouse with En Suite at Kitengela Acacia,"Kitengela Acacia, Kitengela",70000000.0
1086,3 Bed House with En Suite in Kitengela,Kitengela,12300000.0
1087,5 Bed Townhouse with Staff Quarters in Lavington,Lavington,20000000.0
1088,6 Bed House with En Suite at Panafrican Road,"56, Panafrican Road, Runda, Westlands",75000000.0
1089,5 Bed House with En Suite at Glory Road,"56, Glory Road, Runda, Westlands",13500000.0
1090,5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",52000000.0
1091,4 Bed Villa with En Suite in Lavington,Lavington,130000000.0
1092,3 Bed House with En Suite in Karen,Karen,22000000.0
1093,5 Bed Townhouse with En Suite in Lavington,Lavington,54000000.0
1094,4 Bed House with En Suite in Loresho,"Loresho, Westlands",120000000.0
1095,4 Bed Townhouse with En Suite at Eastern Bypass,"Eastern Bypass, Ruai",21000000.0
1096,4 Bed House with En Suite at Komrade,"Ruiru Githunguri Road, Komrade, Ruiru",80000000.0
1097,4 Bed House with En Suite at Karen,"off Miotoni Lane, Karen",12000000.0
1098,4 Bed Villa with En Suite in Lavington,Lavington,55000000.0
1099,5 Bed Villa with En Suite in Lavington,Lavington,65000000.0
1100,4 Bed Villa with En Suite in Lavington,Lavington,35000000.0
1101,5 Bed Townhouse with En Suite in Kilimani,Kilimani,48000000.0
1102,5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",9000000.0
1103,4 Bed House with En Suite at Kitisuru Road,"kitisuru road, Kitisuru, Westlands",45000000.0
1104,3 Bed Villa with En Suite at Katani Road,"Katani road, Syokimau",102000000.0
1105,5 Bed Townhouse with En Suite in Lavington,Lavington,8300000.0
1106,4 Bed Villa with En Suite at 2Km From Ruiru Town,"Ruiru-Githunguri  road, 2km from Ruiru Town, Ruiru",32000000.0
1107,5 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",60000000.0
1108,5 Bed House with En Suite in Meru,Meru,23000000.0
1109,4 Bed Townhouse with En Suite at Lavington Riara Rd,"1Lavington Riara rd, Lavington Riara rd, Lavington",18000000.0
1110,4 Bed Townhouse with Swimming Pool in Westlands Area,"Westlands Area, Westlands",30000000.0
1111,5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",80000000.0
1112,5 Bed House with En Suite at Glory Road,"59, Glory Road, Runda, Westlands",150000000.0
1113,3 Bed Villa with En Suite in Diani,Diani,7500000.0
1114,3 Bed House with En Suite in Ruiru,Ruiru,62000000.0
1115,5 Bed Villa with En Suite in Karen,Karen,98000000.0
1116,3 Bed House with En Suite at Ngong,Ngong,34000000.0
1117,5 Bed Townhouse with En Suite in Lavington,Lavington,14500000.0
1118,5 Bed Townhouse with En Suite in Lavington,Lavington,13000000.0
1119,6 Bed Townhouse with En Suite in Karen,Karen,130000000.0
1120,3 Bed Villa with En Suite at Kanamai Area,"Kanamai Area, Mtwapa",36000000.0
1121,5 Bed Villa with En Suite at Karen,Karen,12000000.0
1122,4 Bed Townhouse with En Suite at Kenyatta Road,Kenyatta Road,28000000.0
1123,4 Bed House with En Suite at Fivestar Meadows Estate,"Fivestar Meadows Estate, Kiambu Road",85000000.0
1124,3 Bed House with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",9500000.0
1125,3 Bed House with En Suite at Eden Ville Estate,"Eden Ville Estate, Kiambu Road",20000000.0
1126,3 Bed House with En Suite at Eden Ville Phase 1,"Eden Ville Estate, Eden Ville Phase 1, Kiambu Road",75000000.0
1127,5 Bed House with En Suite at Garden Estate,"Garden Estate, Roysambu",68000000.0
1128,4 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",8000000.0
1129,6 Bed Villa with En Suite in Gikambura,"Gikambura, Kikuyu",25000000.0
1130,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",17000000.0
1131,5 Bed Villa with En Suite at Off Langata Road,"Off Langata road, Karen",30000000.0
1132,4 Bed Townhouse with En Suite at Kandara Road,"Kandara Road, Kileleshwa",55000000.0
1133,5 Bed Villa with En Suite at Lavington,Lavington,150000000.0
1134,4 Bed Villa with En Suite at Muthagari Drive,"Muthagari drive, Lavington",26700000.0
1135,4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",65000000.0
1136,5 Bed Villa with En Suite in Lavington,Lavington,115000000.0
1137,4 Bed House with En Suite at Mtwapa,"Broadways, Mtwapa",11000000.0
1138,3 Bed Villa with En Suite at Kuruwitu,"Kuruwitu,vipingo, Kuruwitu, Vipingo",105000000.0
1139,4 Bed Villa with En Suite at Serena,"Serena kilua, Serena, Shanzu",170000000.0
1140,3 Bed Villa with Swimming Pool at Tezo,"Tezo, kilifi, Kilifi",7450000.0
1141,3 Bed Villa with En Suite at Mtwapa Creekside,"Aloo drive residence, Mtwapa creekside, Mtwapa",41600000.0
1142,3 Bed House with En Suite in Ruiru,Ruiru,48000000.0
1143,4 Bed House with En Suite in Donholm,Donholm,24500000.0
1144,5 Bed Villa with En Suite at Karen,"1, karen, Karen",9500000.0
1145,5 Bed House with En Suite in Kiserian,Kiserian,75000000.0
1146,4 Bed Villa with En Suite in Diani,Diani,95000000.0
1147,5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",315000000.0
1148,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,8000000.0
1149,4 Bed House with En Suite at Off Waiyaki Way,"Off Waiyaki Way, Mountain View, Westlands",5900000.0
1150,5 Bed House with En Suite in Lavington,Lavington,45000000.0
1151,5 Bed House with En Suite in Lavington,Lavington,19500000.0
1152,5 Bed Villa with En Suite in Karen,Karen,69000000.0
1153,6 Bed Villa with En Suite in Karen,Karen,18000000.0
1154,4 Bed House with En Suite in Karen,Karen,120000000.0
1155,5 Bed Townhouse with En Suite at Mwingi Road,"Mwingi Court, Mwingi Road, Kileleshwa",150000000.0
1156,4 Bed House with En Suite in Kiambu Town,Kiambu Town,11000000.0
1157,4 Bed Villa with En Suite at Karen,Karen,165000000.0
1158,5 Bed Villa with En Suite at Lavington,Lavington,110000000.0
1159,4 Bed Villa with En Suite in Ruiru,Ruiru,12500000.0
1160,3 Bed Villa with En Suite at La-Marina,"Mtwapa, La-marina",130000000.0
1161,4 Bed House with En Suite in Ruiru,Ruiru,66000000.0
1162,5 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",350000000.0
1163,4 Bed Villa with En Suite in Diani,Diani,63000000.0
1164,3 Bed House with Staff Quarters at Mbagathi Road,"mbagathi road, Ngumo Estate",40000000.0
1165,4 Bed Villa with En Suite in Loresho,"Loresho, Westlands",78000000.0
1166,4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",130000000.0
1167,6 Bed Villa with En Suite in Cianda,Cianda,8500000.0
1168,4 Bed Villa with En Suite in Membley,"Membley, Ruiru",36000000.0
1169,7 Bed House with En Suite in Runda,"Runda, Westlands",53000000.0
1170,4 Bed House at Ngong,Ngong,25000000.0
1171,4 Bed Villa with En Suite at Anmer Off Kiambu Road,"Anmer 1 off Kiambu road, Anmer off kiambu road, Kiambu Road",12000000.0
1172,4 Bed Townhouse with En Suite at Lavington Amboselli Drive,"Lavignton Amboselli  drive, Lavington Amboselli drive, Lavington",55000000.0
1173,3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,165000000.0
1174,4 Bed House with En Suite at Limuru Road,"Limuru Road, Muthaiga",7500000.0
1175,5 Bed Villa with En Suite at Loresho,"loresho, Loresho, Westlands",5900000.0
1176,4 Bed House with En Suite in Runda,"Runda, Westlands",50000000.0
1177,4 Bed Townhouse with En Suite in Lavington,Lavington,85000000.0
1178,4 Bed House with En Suite in Runda,"Runda, Westlands",74000000.0
1179,4 Bed House with En Suite in Runda,"Runda, Westlands",180000000.0
1180,4 Bed House with En Suite in Kiambu Road,Kiambu Road,6500000.0
1181,4 Bed House with En Suite in Runda,"Runda, Westlands",72000000.0
1182,5 Bed Townhouse with Staff Quarters at Peponi Rd,"Peponi Rd, Westlands Area, Westlands",50000000.0
