,titles,locations,prices
1209,3 Bed House with En Suite at Clifftop Estate,"Ruaka, Clifftop Estate, Banana, Muchatha and Banana",6500000.0
1210,4 Bed Villa with En Suite at Millionaires Corner,"Migaa Golf Course Estate, Millionaires Corner, Kiambu Road",320000000.0
1211,5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",8500000.0
1212,2 Bed House with Garden in Mtwapa,Mtwapa,11299999.0
1213,4 Bed Townhouse with Staff Quarters in Kiambu Road,Kiambu Road,78000000.0
1214,3 Bed Townhouse with Staff Quarters in Kiambu Road,Kiambu Road,170000000.0
1215,5 Bed House with Swimming Pool in Karen,Karen,140000000.0
1216,4 Bed Villa with En Suite at Kavyaun Villa,"Banana, Kavyaun Villa, Ruaka",28000000.0
1217,5 Bed House with Swimming Pool in Karen,Karen,48000000.0
1218,4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",58000000.0
1219,5 Bed Townhouse in Brookside,"Brookside, Westlands",18500000.0
1220,3 Bed House with En Suite at Mombasa Road,"Mombasa Road, Mlolongo",16000000.0
1221,8 Bed House with En Suite in Diani,Diani,53900000.0
1222,4 Bed Townhouse with En Suite in Westlands Area,"Grivelia grove westland, Westlands Area, Westlands",8000000.0
1223,4 Bed Townhouse with En Suite at Kitisuru,"Kitisuru, Westlands",250000000.0
1224,5 Bed Townhouse with En Suite at Kirawa Rd,"Kirawa rd, Kitisuru, Westlands",45000000.0
1225,6 Bed Townhouse with En Suite at Kikuyu,"Kikuyu, Kamangu",38000000.0
1226,4 Bed Townhouse with Garden in Lavington,Lavington,18000000.0
1227,3 Bed House with En Suite in Ruiru,Ruiru,6000000.0
1228,2 Bed House with En Suite at Sweet Waters,"Oloibor Village, Sweet Waters, Nanyuki",55000000.0
1229,3 Bed Villa with En Suite at Ethi,"Ethi, Nanyuki",65000000.0
1230,3 Bed House with En Suite at Amboseli,"Lavington, Amboseli",93000000.0
1231,4 Bed Townhouse with En Suite at Thogoto,"Green Garden Main School Neighborhood, Thogoto, Gikambura, Kikuyu",165000000.0
1232,4 Bed Townhouse with En Suite in Ongata Rongai,Ongata Rongai,100000000.0
1233,3 Bed Townhouse with En Suite at Sabaki,"Sabaki, Athi River",21950000.0
1234,5 Bed Villa with Swimming Pool at Un Avenue,"UN Avenue, Runda, Westlands",99000000.0
1235,4 Bed House with En Suite in Kiambu Road,Kiambu Road,22000000.0
1236,4 Bed Villa with En Suite in Ongata Rongai,Ongata Rongai,350000000.0
1237,3 Bed Villa with En Suite in Ongata Rongai,Ongata Rongai,40000000.0
1238,7 Bed Townhouse with En Suite at Kenyatta Road,"Kenyatta road, Kenyatta Road",85000000.0
1239,5 Bed House with En Suite in Donholm,Donholm,28000000.0
1240,5 Bed House with Staff Quarters in Gigiri,"Gigiri, Westlands",15000000.0
1241,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",9700000.0
1242,4 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",8000000.0
1243,3 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,23000000.0
1244,3 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",55000000.0
1245,4 Bed Villa with En Suite in Eastern ByPass,"Eastern ByPass, Ruiru",150000000.0
1246,4 Bed House with En Suite in Karen,Karen,80000000.0
1247,4 Bed House with En Suite at Lussingetti,"Peponi View Villas Estate, Lussingetti, Gikambura, Kikuyu",115000000.0
1248,4 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",32500000.0
1249,2 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",110000000.0
1250,5 Bed Townhouse with En Suite in Lavington,Lavington,100000000.0
1251,4 Bed Townhouse with Staff Quarters at Kilimani,Kilimani,14500000.0
1252,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,33000000.0
1253,6 Bed House with En Suite at Njathaini Road,"Njathaini Road, Kiambu Road",220000000.0
1254,4 Bed House with En Suite at Centre Piece,"Migaa Golf Course Estate, Centre Piece, Kiambu Road",156000000.0
1255,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,40000000.0
1256,3 Bed Villa with En Suite at Diani,Diani,9000000.0
1257,4 Bed Villa with En Suite in Kileleshwa,Kileleshwa,85000000.0
1258,6 Bed House with En Suite in Runda,"Runda, Westlands",24500000.0
1259,5 Bed House with En Suite at Nyali Mombasa,"Nyali Mombasa Kenya, Nyali Mombasa, Nyali Area, Nyali",75000000.0
1260,5 Bed Villa with En Suite at Near Lavington Mall,"Near Lavington Mall, Lavington",300000000.0
1261,4 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",130000000.0
1262,3 Bed Villa with En Suite at Coca-Cola,"Coca-Cola, Mtwapa",370000000.0
1263,3 Bed Villa with En Suite in Langata,Langata,120000000.0
1264,6 Bed House with En Suite in Cianda,Cianda,230000000.0
1265,3 Bed Townhouse with En Suite at Thogoto,"Damacrest School Area, Thogoto, Gikambura, Kikuyu",8500000.0
1266,4 Bed Townhouse at Sarabi Gardens,"Sarabi Gardens, Garden Estate, Roysambu",15000000.0
1267,2 Bed Villa with En Suite at Shanzu,"Go Kart,Shanzu, Shanzu",140000000.0
1268,5 Bed House with En Suite at Mimosa Road,"78, Mimosa Road, Runda, Westlands",55000000.0
1269,5 Bed House in Malindi,Malindi,8000000.0
1270,4 Bed House in Malindi,Malindi,60000000.0
1271,5 Bed Townhouse with En Suite at Acacia,"Migaa Golf Estate, Acacia, Kiambu Road",350000000.0
1272,3 Bed Townhouse with En Suite in Windsor,"Windsor, Roysambu",45000000.0
1273,4 Bed House with En Suite in Syokimau,Syokimau,100000000.0
1274,5 Bed Townhouse with En Suite at Off James Gichuru Road,"Off James Gichuru Road, Lavington",5800000.0
1275,3 Bed House with En Suite at Near Rainbow Resort,"Behind Zetech University, Near Rainbow Resort, Ruiru",5850000.0
1276,3 Bed Townhouse with En Suite at Syokimau,"Bustani Estate, Syokimau, Mombasa Road",10500000.0
1277,4 Bed Townhouse with En Suite at Lavington,Lavington,78000000.0
1278,5 Bed Townhouse with En Suite at Lavington,Lavington,29000000.0
1279,4 Bed House with En Suite at Kahawa Sukari,"Kahawa Sukari, Thika Road",130000000.0
1280,3 Bed House with En Suite in Ruiru,Ruiru,93000000.0
1281,5 Bed Townhouse with En Suite at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",14800000.0
1282,4 Bed Townhouse with En Suite at Chalbi Drive,"88, Chalbi Drive, Lavington",125000000.0
1283,4 Bed Townhouse with En Suite at Paradise Lost Road,"Paradise Lost Road, Kiambu Road",25000000.0
1284,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,55000000.0
1285,3 Bed House with En Suite in Donholm,Donholm,150000000.0
1286,2 Bed House with En Suite at Shanzu,"Shanzu, Nyali Area, Nyali",60000000.0
1287,4 Bed House at Thigiri,"THIGIRI, Thigiri, Westlands",200000000.0
1288,5 Bed House with En Suite at Lavington,"6g, Lavington",40000000.0
1289,5 Bed Villa with En Suite at Lavington,"67y, Lavington",48000000.0
1290,5 Bed Townhouse with En Suite at Lavington,"64, Lavington",9000000.0
1291,5 Bed House with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali  Mombasa, Nyali Area, Nyali",45000000.0
1292,5 Bed Villa with En Suite in Lavington,Lavington,180000000.0
1293,4 Bed Townhouse with En Suite at Chalbi Drive,"Chalbi Drive, Lavington",90000000.0
1294,3 Bed Villa with En Suite at Kanamai Area,"Kanamai Area, Mtwapa",18000000.0
1295,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",275000000.0
1296,4 Bed House with En Suite at Balozi Estate,"Balozi Estate, Muthaiga",125000000.0
1297,4 Bed Townhouse with En Suite at Edenville,"Edenville, Kiambu Road",5500000.0
1298,4 Bed House with En Suite at Summerfield Estate,"Summerfield Estate, Kiambu Road",135000000.0
1299,4 Bed House with En Suite in Langata,Langata,45000000.0
1300,3 Bed House with Staff Quarters at Acacia,"acacia, Kitengela",300000000.0
1301,3 Bed House with En Suite at Ruiru Kimbo,"Ruiru Kimbo, Ruiru",73530000.0
1302,5 Bed Villa with En Suite in Runda,"Runda, Westlands",117000000.0
1303,3 Bed House with Staff Quarters in Nyali Area,"Nyali Area, Nyali",62000000.0
1304,5 Bed House at World Bank Estate,"World Bank Estate, Changamwe",175500000.0
1305,5 Bed Villa with Swimming Pool in Kisumu,Kisumu,105000000.0
1306,3 Bed House with Swimming Pool at Bofa Road,"Bofa road, Kilifi",11500000.0
1307,4 Bed House with Staff Quarters in Komarock,Komarock,170000000.0
1308,5 Bed House in Tudor,"Tudor, Mombasa Island",555000000.0
1309,6 Bed House in Tudor,"Tudor, Mombasa Island",14500000.0
1310,6 Bed Townhouse with En Suite at Migaa Golf Estate Kiambu Nairobi,"Migaa Golf Estate Kiambu Nairobi, Kiambu Road",330000000.0
1311,5 Bed Townhouse with En Suite at Chalbi Drive,"56, Chalbi Drive, Lavington",12000000.0
1312,4 Bed Townhouse with En Suite at Chalbi Drive,"Chalbi Drive, Lavington",85000000.0
1313,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,9000000.0
1314,6 Bed Villa with En Suite at Jacaranda Road,"Jacaranda road, Watamu",68000000.0
1315,4 Bed House in Ngong Road,Ngong Road,200000000.0
1316,5 Bed House with En Suite at Redhil Road,"550, Redhil Road, Nyari, Westlands",16000000.0
1317,5 Bed House with En Suite at Redhill Road,"y67, Redhill Road, Nyari, Westlands",250000000.0
1318,5 Bed House with En Suite in Ruiru,Ruiru,6700000.0
1319,5 Bed Townhouse with En Suite at Royal Villas,"34, Royal villas, Lavington",25000000.0
1320,4 Bed House with En Suite at Muthaiga Road,"82g, Muthaiga Road, Muthaiga",38500000.0
1321,5 Bed Townhouse with En Suite at Convent Drive,"89k, Convent Drive, Lavington",115000000.0
1322,5 Bed House with En Suite at Thigiri Ridge,"321, Thigiri Ridge, Thigiri, Westlands",39000000.0
1323,4 Bed Townhouse in Kitisuru,"Kitisuru, Westlands",117000000.0
1324,5 Bed Villa with En Suite at Vipingo,Vipingo,138000000.0
1325,4 Bed House with En Suite in Thigiri,"Thigiri, Westlands",12500000.0
1326,5 Bed House with En Suite at Runda,"Runda,runda, Runda, Westlands",34000000.0
1327,4 Bed House with Garden at Thigiri,"Thigiri, Westlands",13000000.0
1328,3 Bed House with En Suite at Tezo,"Tezo, Kilifi",330000000.0
1329,3 Bed House with En Suite in Ongata Rongai,Ongata Rongai,70000000.0
1330,4 Bed Villa with En Suite at Kanamai Area,"Kanamai Area, Mtwapa",40000000.0
1331,5 Bed House with En Suite at Grevillea Grove,"Grevillea Grove, Brookside, Westlands",48000000.0
1332,3 Bed Villa with En Suite at Mtwapa Donya,"Mtwapa Donya, Mtwapa",58000000.0
1333,3 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",85000000.0
1334,3 Bed House with En Suite at Kitengela,"kitengela, Kitengela",28000000.0
1335,5 Bed Villa with En Suite at Paparemo,"Papa remo, Paparemo, Watamu",9500000.0
1336,3 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",20000000.0
1337,5 Bed Villa with En Suite at Beach Road,"Beach road, Ukunda",78000000.0
1338,6 Bed Villa with En Suite in Diani,Diani,95000000.0
1339,3 Bed House with Garden in Buruburu,Buruburu,86500000.0
1340,3 Bed House with En Suite at Tezo,"Tezo, Kilifi",70000000.0
1341,3 Bed House with En Suite in Diani,Diani,55000000.0
1342,5 Bed Villa with En Suite in Lavington,Lavington,80000000.0
1343,5 Bed House with Staff Quarters in Nyari,"Nyari, Westlands",60000000.0
1344,4 Bed Townhouse with Staff Quarters in Riverside,"Riverside, Westlands",65000000.0
1345,5 Bed Villa with En Suite at Garden Estate Road,"New garden Estate Road, Garden Estate Road, Garden Estate, Roysambu",40000000.0
1346,5 Bed House with En Suite in Thigiri,"Thigiri ridge Nairobi., Thigiri, Westlands",85000000.0
1347,4 Bed Villa with En Suite in Diani,Diani,135000000.0
1348,5 Bed Villa with En Suite in Diani,Diani,45000000.0
1349,5 Bed Villa with En Suite in Diani,Diani,100000000.0
1350,4 Bed House with En Suite at Karen,Karen,90000000.0
1351,3 Bed Townhouse with En Suite at Mtwapa,Mtwapa,43000000.0
1352,3 Bed Villa with En Suite at Mayungu,"Mayungu, Malindi",38000000.0
1353,5 Bed Villa with En Suite at Nyali,"Greenwood drive, Nyali, Nyali Area",75000000.0
1354,6 Bed Villa with En Suite at Jacaranda Watamu,"Jacaranda watamu, Watamu",15000000.0
1355,8 Bed Villa with En Suite at Jacaranda Road,"Jacaranda road, Watamu",135000000.0
1356,3 Bed House with En Suite at Jacaranda Road,"Jacaranda road, Watamu",6000000.0
1357,4 Bed Villa with En Suite at Paparemo,"Paparemo, Watamu",120000000.0
1358,5 Bed Villa with En Suite at Jacaranda Road,"Jacaranda road, Watamu",150000000.0
1359,4 Bed House with En Suite at Casuarina,"Casuarina, Malindi",65000000.0
1360,4 Bed Villa with En Suite at Casuarina,"Casuarina, Malindi",8500000.0
1361,4 Bed Villa with En Suite at Sultan,"Sultan, Kikambala",42000000.0
1362,5 Bed Villa with En Suite at Malindi,Malindi,165000000.0
1363,4 Bed House with En Suite in Membley,"Membley, Ruiru",100000000.0
1364,5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",170000000.0
1365,4 Bed Townhouse with Staff Quarters in Garden Estate,"Garden Estate, Roysambu",33000000.0
1366,3 Bed Townhouse with En Suite at Mombasa Malindi Highway,"Mombasa Malindi Highway, Mtwapa",36000000.0
1367,4 Bed House with Staff Quarters at Lakers Road,"Lakers road, Mkomani, Nyali",70000000.0
1368,4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",414000000.0
1369,4 Bed Villa with En Suite at Sultan,"Sultan, Kikambala",48000000.0
1370,4 Bed Townhouse with En Suite at Links Road,"Links road, Mkomani, Nyali",9000000.0
1371,6 Bed Villa with En Suite in Kiambu Road,Kiambu Road,40000000.0
1372,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,24500000.0
1373,4 Bed Townhouse with En Suite at Links Road,"Links road, Nyali Area, Nyali",90000000.0
1374,5 Bed Townhouse with En Suite in Lavington,Lavington,20000000.0
1375,4 Bed House with Backup Generator in Kiambu Road,Kiambu Road,11250000.0
1376,3 Bed House with Garden in Kitisuru,"Kitisuru, Westlands",18550000.0
1377,4 Bed Townhouse with En Suite in Parklands,"Parklands, Westlands",15000000.0
1378,5 Bed House with Garden at Kitisuru Road,"Kitisuru Road, Kitisuru, Westlands",6300000.0
1379,4 Bed House in Kitisuru,"Kitisuru, Westlands",60000000.0
1380,6 Bed Townhouse with En Suite in Muthaiga,Muthaiga,6700000.0
1381,5 Bed Townhouse with En Suite in Karen,Karen,158500000.0
1382,3 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",17000000.0
1383,4 Bed Townhouse with En Suite in Kitengela,Kitengela,18000000.0
1384,10 Bed House with En Suite in Diani,Diani,10000000.0
1385,5 Bed Villa with En Suite in Diani,Diani,10500000.0
1386,4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",6000000.0
1387,4 Bed Townhouse with En Suite in Mtwapa,Mtwapa,24000000.0
1388,3 Bed House with En Suite in Kitengela,Kitengela,6200000.0
1389,5 Bed Townhouse with En Suite in Lavington,Lavington,11000000.0
1390,4 Bed House with En Suite in Kitengela,Kitengela,6500000.0
1391,5 Bed Villa with En Suite in Lavington,Lavington,8500000.0
1392,6 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",128000000.0
1393,5 Bed House with En Suite in Lavington,Lavington,110000000.0
1394,4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",100000000.0
1395,4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",23500000.0
1396,3 Bed House with En Suite in Muchatha,"Muchatha, Muchatha and Banana",6900000.0
1397,5 Bed House with En Suite at Ridgeways,Ridgeways,10700000.0
1398,5 Bed House with En Suite at Merisho Road,"Merisho Road, Ongata Rongai",8000000.0
1399,3 Bed Townhouse with En Suite in General Mathenge,"General Mathenge, Westlands",60000000.0
1400,4 Bed House with En Suite at Five Star Paradise,"Five Star Paradise, Kiambu Road",25000000.0
1401,4 Bed Villa with En Suite in Kikuyu Town,"Kikuyu Town, Kikuyu",17000000.0
1402,4 Bed Villa with En Suite in Runda,"Runda, Westlands",18000000.0
1403,4 Bed House with En Suite in Runda,"Runda, Westlands",10500000.0
1404,3 Bed House with Garden at Rimpa,"Rimpa, Ongata Rongai",7500000.0
1405,2 Bed Villa with Swimming Pool at Golf Coarse Road,"Golf Coarse Road, Malindi",115000000.0
1406,5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",62000000.0
1407,4 Bed Townhouse with Staff Quarters at Brookside Drive,"Brookside Drive, Westlands Area, Westlands",375000000.0
1408,4 Bed Townhouse with En Suite at Off Kiambu Road,"Off Kiambu Road, Runda, Westlands",110000000.0
1409,4 Bed Townhouse with En Suite at Maasai Lodge Rd,"Maasai Lodge Rd, Ongata Rongai",13850000.0
1410,5 Bed Townhouse with En Suite at Karen Oloolua Forest,"Karen Oloolua Forest, Karen",140000000.0
1411,5 Bed Townhouse with En Suite at Lavington,Lavington,70000000.0
1412,6 Bed Townhouse with En Suite at James Gichuru Road,"James Gichuru Road, Lavington",47000000.0
1413,5 Bed House with En Suite at Thigiri Close,"Thigiri Close, Thigiri, Westlands",12000000.0
1414,4 Bed House with En Suite in Kitengela,Kitengela,40000000.0
1415,4 Bed House with En Suite at Five Star Road,"FIVE STAR ROAD, South C",9500000.0
1416,4 Bed Townhouse with Swimming Pool at Runda,"Runda, Kiambu Road",90000000.0
1417,5 Bed Townhouse with En Suite in Diani,Diani,26000000.0
1418,4 Bed House in Lower Kabete,"Lower Kabete, Westlands",75000000.0
1419,4 Bed House with En Suite at Ruiru,Ruiru,25000000.0
1420,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",10500000.0
1421,6 Bed House with En Suite in Ridgeways,Ridgeways,80000000.0
1422,5 Bed House with En Suite at Nyali,"Nyali, Nyali Area",7500000.0
1423,4 Bed House with En Suite at Nyali Links Road,"Nyali links road, Nyali Area, Nyali",65000000.0
1424,3 Bed House with En Suite at Juja South,"Juja South, Juja",13800000.0
1425,4 Bed Villa with En Suite at Ruiru,"Ruiru, Membley",32000000.0
1426,4 Bed Villa with En Suite at Migaa,"Migaa, Kiambu Town",14000000.0
1427,4 Bed Villa with En Suite at Membley,"Membley, Ruiru",8500000.0
1428,3 Bed House with En Suite at Kilimo,"Kilimo, Nanyuki",35000000.0
1429,3 Bed House with En Suite at Kalalu,"Stream Park, Kalalu, Nanyuki",11500000.0
1430,3 Bed House in Mtwapa,Mtwapa,19000000.0
1431,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Nyali Area, Nyali",78000000.0
1432,3 Bed House with En Suite at Vipingo Kilifi Kruitu,"Vipingo kilifi kruitu, Vipingo kilifi Kruitu, Vipingo",28500000.0
1433,5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",70000000.0
1434,5 Bed Villa with En Suite in Lavington,Lavington,24500000.0
1435,5 Bed Townhouse with Gym in Runda,"Runda, Westlands",12950000.0
1436,4 Bed House with En Suite in Ngong,Ngong,5800000.0
1437,5 Bed House with En Suite at Mountain View,"34, Mountain view, Mountain View, Westlands",78000000.0
1438,6 Bed Villa with En Suite at Lavington,Lavington,18000000.0
1439,3 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",89000000.0
1440,5 Bed Townhouse with En Suite in Karen,Karen,30000000.0
1441,3 Bed House with En Suite at Juja,"Juja, Thika Road",8500000.0
1442,4 Bed House with En Suite at Mtwapa,"La-marina, Mtwapa",27500000.0
1443,3 Bed House with Garden in Lower Kabete,"Lower Kabete, Westlands",37000000.0
1444,3 Bed House with En Suite at Kitengela Town,"Kitengela Town, Kitengela",70000000.0
1445,4 Bed Villa with En Suite in Runda,"Runda, Westlands",6500000.0
1446,5 Bed House with En Suite in Lavington,Lavington,150000000.0
1447,3 Bed Townhouse with En Suite at Tezo,"tezo, Nyali Area, Nyali",60000000.0
1448,5 Bed House with En Suite at Runda Drive,"90, Runda Drive, Runda, Westlands",65000000.0
1449,5 Bed House with En Suite at Eliud Mathu,"445, Eliud Mathu, Runda, Westlands",28000000.0
1450,4 Bed House with En Suite at Muthaiga Road,"38, Muthaiga Road, Muthaiga",9500000.0
1451,5 Bed House with En Suite at Off Ruaka Road,"89, Off Ruaka Road, Runda, Westlands",54900000.0
1452,4 Bed Townhouse with En Suite at Peponi Road,"Peponi Road, Westlands Area, Westlands",17000000.0
1453,5 Bed House with En Suite in Kyuna,"Kyuna, Westlands",44000000.0
1454,4 Bed House with Garden in Rosslyn,"Rosslyn, Westlands",160000000.0
1455,3 Bed Villa with En Suite at Mtwapa,Mtwapa,300000000.0
1456,3 Bed House with En Suite in Kitengela,Kitengela,130000000.0
1457,5 Bed House with En Suite at Ruaka Road,"23, Ruaka Road, Runda, Westlands",54000000.0
1458,4 Bed Townhouse with En Suite at Isk,"ISK, Kitisuru, Westlands",5790000.0
1459,4 Bed Townhouse with En Suite at Isk,"ISK, Kitisuru, Westlands",8500000.0
1460,4 Bed House with Garden in Buruburu,Buruburu,70000000.0
1461,5 Bed House with En Suite at Gigiri Un Avenue,"36, Gigiri un avenue, Gigiri, Westlands",56000000.0
1462,5 Bed Townhouse with En Suite at Lower Kabete Road,"51, Lower kabete Road, Spring Valley, Westlands",55000000.0
1463,4 Bed House with Borehole in Runda,"Runda, Westlands",118000000.0
1464,5 Bed House with En Suite in Runda,"Runda, Westlands",65000000.0
1465,4 Bed Villa with En Suite at Five-Star Paradise,"64, Five-star paradise, Kiambu Road",50000000.0
1466,5 Bed Townhouse with En Suite at Chalbi Drive,"34, Chalbi Drive, Lavington",35000000.0
1467,5 Bed Villa with Garden in Kileleshwa,Kileleshwa,85000000.0
1468,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",38000000.0
1469,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Nyali Area, Nyali",90000000.0
1470,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",17000000.0
1471,4 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",46000000.0
1472,5 Bed Townhouse with En Suite at Off Othaya Road,"44, Off Othaya Road, Lavington",75000000.0
1473,4 Bed House with En Suite at Near The Bypass Junction,"Near the Bypass Junction, Kiambu Road",32500000.0
1474,6 Bed House with En Suite at Kitisuru,"Kitisuru,Kitisuru, Kitisuru, Westlands",16500000.0
1475,4 Bed House with En Suite at Ondiri,"Ondiri, Kikuyu Town, Kikuyu",130000000.0
1476,5 Bed Townhouse with En Suite at Muthangari Drive,"75, Muthangari Drive, Lavington",125000000.0
1477,5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",14200000.0
1478,5 Bed House with En Suite at Redhil Road,"12, Redhil Road, Nyari, Westlands",70000000.0
1479,3 Bed House with Garden in Mtwapa,Mtwapa,150000000.0
1480,3 Bed House with En Suite in Kikambala,Kikambala,13600000.0
1481,5 Bed House with En Suite in Thigiri,"Thigiri, Westlands",65000000.0
1482,4 Bed House with En Suite at Mbagathi Way,"Airport View Estate, Mbagathi Way, Ngumo Estate",40000000.0
1483,5 Bed House with En Suite at Magnolia Hill Lakeside,"123, Magnolia Hill lakeside, Kitisuru, Westlands",48000000.0
1484,5 Bed Villa in Karen,Karen,28000000.0
1485,5 Bed Villa with En Suite in Lavington,Lavington,100000000.0
1486,5 Bed Townhouse with En Suite at Kinanda Road,"67, Kinanda Road, Kitisuru, Westlands",37500000.0
1487,4 Bed Townhouse with En Suite in Ngong,Ngong,6500000.0
1488,3 Bed Townhouse with En Suite in Kitengela,Kitengela,75000000.0
1489,4 Bed House with En Suite at Kangundo Road,"Kangundo road, Joska, Kamulu Joska Malaa",10000000.0
1490,4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",45000000.0
1491,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,29000000.0
1492,5 Bed House with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali  Mombasa, Nyali Area, Nyali",4000000.0
1493,5 Bed Townhouse with En Suite in Lavington,Lavington,150000000.0
1494,4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",65000000.0
1495,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Nyali Area, Nyali",32000000.0
1496,4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",16500000.0
1497,4 Bed House with En Suite in Diani,Diani,14000000.0
1498,3 Bed Villa with En Suite at Diani Airport,"Diani, Diani Airport",8500000.0
1499,5 Bed Townhouse with En Suite at Othaya Road,"Othaya Road, Kileleshwa",98000000.0
1500,8 Bed House with En Suite at Runda Road,"11, Runda Road, Runda, Westlands",35000000.0
1501,4 Bed House with En Suite at Runda Road,"89, Runda Road, Runda, Westlands",13000000.0
1502,5 Bed House with En Suite at Mimosa Drive,"67, Mimosa Drive, Runda, Westlands",99000000.0
1503,6 Bed Townhouse in Lavington,Lavington,12600000.0
1504,6 Bed House with En Suite at Kitisuru Road,"78, Kitisuru Road, Kitisuru, Westlands",70000000.0
1505,5 Bed House with Swimming Pool at Runda Road,"67, Runda Road, Runda, Westlands",350000000.0
1506,4 Bed Townhouse with En Suite at Gikambura,"Gikambura, Kikuyu Town, Kikuyu",48000000.0
1507,4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,24500000.0
1508,5 Bed House with En Suite at Nyari Road,"90, Nyari Road, Nyari, Westlands",90000000.0
1509,4 Bed House with En Suite at Ruaka Road,"43, Ruaka road, Runda, Westlands",75000000.0
1510,5 Bed Villa with En Suite in Diani,Diani,60000000.0
1511,5 Bed Townhouse with En Suite at Bungalow Road,"Bungalow road, Nyali Area, Nyali",50000000.0
1512,4 Bed House in Kisumu,Kisumu,45000000.0
1513,4 Bed House with En Suite in Kizingo,"Kizingo, Mombasa Island",55000000.0
1514,4 Bed House with En Suite in Kiambu Town,Kiambu Town,80000000.0
1515,4 Bed Townhouse with En Suite at Lavington,Lavington,150000000.0
1516,5 Bed House with En Suite at Benin Dr,"4, Benin Dr, Runda, Westlands",115000000.0
1517,4 Bed Townhouse with En Suite in Lavington,Lavington,65000000.0
1518,5 Bed Villa with En Suite at Lavington,Lavington,62000000.0
1519,4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",32500000.0
1520,5 Bed Townhouse with En Suite in Lavington,Lavington,7300000.0
1521,4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,130000000.0
1522,4 Bed Townhouse with En Suite in Athi River,Athi River,13000000.0
1523,3 Bed Townhouse with En Suite in Kitengela,Kitengela,33000000.0
1524,4 Bed Villa with En Suite at Links Road,"Links road, Mkomani, Nyali",350000000.0
1525,4 Bed Townhouse with En Suite at Nyali Road,"Nyali road, Nyali Area, Nyali",28000000.0
1526,3 Bed Townhouse with Staff Quarters at Kiambu Road,Kiambu Road,40000000.0
1527,4 Bed Townhouse with En Suite at Mtwapa,Mtwapa,85000000.0
1528,3 Bed Townhouse with En Suite at Mtwapa,Mtwapa,9500000.0
1529,4 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",160000000.0
1530,7 Bed Villa with En Suite in Runda,"Runda, Westlands",15000000.0
1531,5 Bed Townhouse with En Suite in Lavington,Lavington,5500000.0
1532,5 Bed House with En Suite at Karen Edge Road,"K 54, Karen Edge Road, Karen",45000000.0
1533,5 Bed House with En Suite at Garden Estate,"Garden Estate, Ridgeways",55000000.0
